origin_id,destination_id,travel_time_min
dept_hssm,hostel_g_gh2,1.84
dept_hssm,hostel_g_gh3,2.12
dept_hssm,hostel_g_gh4,2.28
dept_hssm,hostel_g_gh5,2.22
dept_hssm,hostel_g_gh6,1.98
dept_hssm,loc_lhc_a,0.71
dept_hssm,loc_lhc_b,0.64
dept_hssm,loc_main_building,0.76
dept_hssm,loc_main_gate,1.16
dept_hssm,mess_b1_karavali,2.03
dept_hssm,mess_b2_aravali,2.47
dept_hssm,mess_b3_vindhya,2.74
dept_hssm,mess_b4_satpura,2.26
dept_hssm,mess_b5_nilgiri,2.8
dept_hssm,mess_b7_sahyadri,1.64
dept_hssm,mess_b8_trishul,1.49
dept_hssm,mess_gb,2.2
dept_hssm,mess_mega,1.29
dept_hssm,mess_pg_new_brahmagiri,2.31
dept_hssm,mess_pg_pushpagiri,2.75
dept_hssm,loc_suprabha_boys,1.86
dept_hssm,loc_suprabha_girls,2.76
dept_it,loc_boys_coop,3.12
dept_it,loc_central_library,2.3
dept_it,dept_chem,2.66
dept_it,dept_chemistry,2.96
dept_it,dept_civil,1.5
dept_it,dept_cse,0.17
dept_it,dept_ece,0.1
dept_it,dept_eee,0.07
dept_it,dept_hssm,2.73
dept_it,dept_it,0.0
dept_it,dept_macs,2.45
dept_it,dept_mech,2.35
dept_it,dept_mining,1.65
dept_it,dept_mme,2.29
dept_it,dept_physics,2.81
dept_it,dept_wroe,1.83
dept_it,loc_e_library,2.34
dept_it,loc_girls_coop,3.24
dept_it,hostel_b_block1,4.37
dept_it,hostel_b_block2,4.81
dept_it,hostel_b_block3,5.08
dept_it,hostel_b_block4,4.6
dept_it,hostel_b_block5,5.14
dept_it,hostel_b_block6,5.09
dept_it,hostel_b_block7,3.98
dept_it,hostel_b_block8,3.83
dept_it,hostel_b_brahmagiri,4.65
dept_it,hostel_b_mt1,3.54
dept_it,hostel_b_mt2,3.9
dept_it,hostel_b_mt3,4.26
dept_it,hostel_b_shivalik,3.45
dept_it,hostel_g_gh1,2.28
dept_it,hostel_g_gh2,2.04
dept_it,hostel_g_gh3,2.32
dept_it,hostel_g_gh4,2.48
dept_it,hostel_g_gh5,2.66
dept_it,hostel_g_gh6,2.64
dept_it,loc_lhc_a,2.58
dept_it,loc_lhc_b,2.81
dept_it,loc_main_building,1.97
dept_it,loc_main_gate,1.57
dept_it,mess_b1_karavali,4.55
dept_it,mess_b2_aravali,4.99
dept_it,mess_b3_vindhya,5.26
dept_it,mess_b4_satpura,4.78
dept_it,mess_b5_nilgiri,5.32
dept_it,mess_b7_sahyadri,4.16
dept_it,mess_b8_trishul,4.01
dept_it,mess_gb,4.72
dept_it,mess_mega,3.81
dept_it,mess_pg_new_brahmagiri,4.83
dept_it,mess_pg_pushpagiri,5.27
dept_it,loc_suprabha_boys,4.38
dept_it,loc_suprabha_girls,3.42
dept_macs,loc_boys_coop,0.67
dept_macs,loc_central_library,0.15
dept_macs,dept_chem,1.1
dept_macs,dept_chemistry,0.51
dept_macs,dept_civil,1.02
dept_macs,dept_cse,2.28
dept_macs,dept_ece,2.35
dept_macs,dept_eee,2.52
dept_macs,dept_hssm,0.28
dept_macs,dept_it,2.45
dept_macs,dept_macs,0.0
dept_macs,dept_mech,1.41
dept_macs,dept_mining,0.87
dept_macs,dept_mme,0.61
dept_macs,dept_physics,0.36
dept_macs,dept_wroe,1.35
dept_macs,loc_e_library,0.38
dept_macs,loc_girls_coop,2.3
dept_macs,hostel_b_block1,1.92
dept_macs,hostel_b_block2,2.36
dept_macs,hostel_b_block3,2.63
dept_macs,hostel_b_block4,2.15
dept_macs,hostel_b_block5,2.69
dept_macs,hostel_b_block6,2.64
dept_macs,hostel_b_block7,1.53
dept_macs,hostel_b_block8,1.38
dept_macs,hostel_b_brahmagiri,2.2
dept_macs,hostel_b_mt1,1.09
dept_macs,hostel_b_mt2,1.45
dept_macs,hostel_b_mt3,1.81
dept_macs,hostel_b_shivalik,1.0
dept_macs,hostel_g_gh1,1.8
dept_macs,hostel_g_gh2,1.56
dept_macs,hostel_g_gh3,1.84
dept_macs,hostel_g_gh4,2.0
dept_macs,hostel_g_gh5,1.94
dept_macs,hostel_g_gh6,1.7
dept_macs,loc_lhc_a,0.43
dept_macs,loc_lhc_b,0.36
dept_macs,loc_main_building,0.48
dept_macs,loc_main_gate,0.88
dept_macs,mess_b1_karavali,2.1
dept_macs,mess_b2_aravali,2.54
dept_macs,mess_b3_vindhya,2.81
dept_macs,mess_b4_satpura,2.33
dept_macs,mess_b5_nilgiri,2.87
dept_macs,mess_b7_sahyadri,1.71
dept_macs,mess_b8_trishul,1.56
dept_macs,mess_gb,2.27
dept_macs,mess_mega,1.36
dept_macs,mess_pg_new_brahmagiri,2.38
dept_macs,mess_pg_pushpagiri,2.82
dept_macs,loc_suprabha_boys,1.93
dept_macs,loc_suprabha_girls,2.48
dept_mech,loc_boys_coop,2.08
dept_mech,loc_central_library,1.26
dept_mech,dept_chem,0.31
dept_mech,dept_chemistry,1.92
dept_mech,dept_civil,0.85
dept_mech,dept_cse,2.25
dept_mech,dept_ece,2.25
dept_mech,dept_eee,2.42
dept_mech,dept_hssm,1.69
dept_mech,dept_it,2.35
dept_mech,dept_macs,1.41
dept_mech,dept_mech,0.0
dept_mech,dept_mining,1.0
dept_mech,dept_mme,0.8
dept_mech,dept_physics,1.77
dept_mech,dept_wroe,0.52
dept_mech,loc_e_library,1.03
dept_mech,loc_girls_coop,0.89
dept_mech,hostel_b_block1,3.33
dept_mech,hostel_b_block2,3.77
dept_mech,hostel_b_block3,4.04
dept_mech,hostel_b_block4,3.56
dept_mech,hostel_b_block5,4.1
dept_mech,hostel_b_block6,4.05
dept_mech,hostel_b_block7,2.94
dept_mech,hostel_b_block8,2.79
dept_mech,hostel_b_brahmagiri,3.61
dept_mech,hostel_b_mt1,2.5
dept_mech,hostel_b_mt2,2.86
dept_mech,hostel_b_mt3,3.22
dept_mech,hostel_b_shivalik,2.41
dept_mech,hostel_g_gh1,0.97
dept_mech,hostel_g_gh2,1.15
dept_mech,hostel_g_gh3,0.87
dept_mech,hostel_g_gh4,0.71
dept_mech,hostel_g_gh5,0.53
dept_mech,hostel_g_gh6,0.29
dept_mech,loc_lhc_a,1.54
dept_mech,loc_lhc_b,1.77
dept_mech,loc_main_building,1.12
dept_mech,loc_main_gate,1.34
dept_mech,mess_b1_karavali,3.51
dept_mech,mess_b2_aravali,3.95
dept_mech,mess_b3_vindhya,4.22
dept_mech,mess_b4_satpura,3.74
dept_mech,mess_b5_nilgiri,4.28
dept_mech,mess_b7_sahyadri,3.12
dept_mech,mess_b8_trishul,2.97
dept_mech,mess_gb,3.68
dept_mech,mess_mega,2.77
dept_mech,mess_pg_new_brahmagiri,3.79
dept_mech,mess_pg_pushpagiri,4.23
dept_mech,loc_suprabha_boys,3.34
dept_mech,loc_suprabha_girls,1.07
dept_mining,loc_boys_coop,1.54
dept_mining,loc_central_library,0.72
dept_mining,dept_chem,1.21
dept_mining,dept_chemistry,1.38
dept_mining,dept_civil,0.15
dept_mining,dept_cse,1.55
dept_mining,dept_ece,1.55
dept_mining,dept_eee,1.72
dept_mining,dept_hssm,1.15
dept_mining,dept_it,1.65
dept_mining,dept_macs,0.87
dept_mining,dept_mech,1.0
dept_mining,dept_mining,0.0
dept_mining,dept_mme,0.72
dept_mining,dept_physics,1.23
dept_mining,dept_wroe,0.48
dept_mining,loc_e_library,0.77
dept_mining,loc_girls_coop,1.89
dept_mining,hostel_b_block1,2.79
dept_mining,hostel_b_block2,3.23
dept_mining,hostel_b_block3,3.5
dept_mining,hostel_b_block4,3.02
dept_mining,hostel_b_block5,3.56
dept_mining,hostel_b_block6,3.51
dept_mining,hostel_b_block7,2.4
dept_mining,hostel_b_block8,2.25
dept_mining,hostel_b_brahmagiri,3.07
dept_mining,hostel_b_mt1,1.96
dept_mining,hostel_b_mt2,2.32
dept_mining,hostel_b_mt3,2.68
dept_mining,hostel_b_shivalik,1.87
dept_mining,hostel_g_gh1,0.93
dept_mining,hostel_g_gh2,0.69
dept_mining,hostel_g_gh3,0.97
dept_mining,hostel_g_gh4,1.13
dept_mining,hostel_g_gh5,1.31
dept_mining,hostel_g_gh6,1.29
dept_mining,loc_lhc_a,1.0
dept_mining,loc_lhc_b,1.23
dept_mining,loc_main_building,0.4
dept_mining,loc_main_gate,0.64
dept_mining,mess_b1_karavali,2.97
dept_mining,mess_b2_aravali,3.41
dept_mining,mess_b3_vindhya,3.68
dept_mining,mess_b4_satpura,3.2
dept_mining,mess_b5_nilgiri,3.74
dept_mining,mess_b7_sahyadri,2.58
dept_mining,mess_b8_trishul,2.43
dept_mining,mess_gb,3.14
dept_mining,mess_mega,2.23
dept_mining,mess_pg_new_brahmagiri,3.25
dept_mining,mess_pg_pushpagiri,3.69
dept_mining,loc_suprabha_boys,2.8
dept_mining,loc_suprabha_girls,2.07
dept_mme,loc_boys_coop,1.28
dept_mme,loc_central_library,0.46
dept_mme,dept_chem,0.49
dept_mme,dept_chemistry,1.12
dept_mme,dept_civil,0.87
dept_mme,dept_cse,2.12
dept_mme,dept_ece,2.19
dept_mme,dept_eee,2.36
dept_mme,dept_hssm,0.89
dept_mme,dept_it,2.29
dept_mme,dept_macs,0.61
dept_mme,dept_mech,0.8
dept_mme,dept_mining,0.72
dept_mme,dept_mme,0.0
dept_mme,dept_physics,0.97
dept_mme,dept_wroe,1.2
dept_mme,loc_e_library,0.23
dept_mme,loc_girls_coop,1.69
dept_mme,hostel_b_block1,2.53
dept_mme,hostel_b_block2,2.97
dept_mme,hostel_b_block3,3.24
dept_mme,hostel_b_block4,2.76
dept_mme,hostel_b_block5,3.3
dept_mme,hostel_b_block6,3.25
dept_mme,hostel_b_block7,2.14
