origin_id,destination_id,distance_km
dept_chemistry,loc_lhc_b,0.201
dept_chemistry,loc_main_building,0.329
dept_chemistry,loc_main_gate,0.463
dept_chemistry,mess_b1_karavali,0.558
dept_chemistry,mess_b2_aravali,0.668
dept_chemistry,mess_b3_vindhya,0.665
dept_chemistry,mess_b4_satpura,0.545
dept_chemistry,mess_b5_nilgiri,0.588
dept_chemistry,mess_b7_sahyadri,0.427
dept_chemistry,mess_b8_trishul,0.317
dept_chemistry,mess_gb,0.474
dept_chemistry,mess_mega,0.332
dept_chemistry,mess_pg_new_brahmagiri,0.628
dept_chemistry,mess_pg_pushpagiri,0.738
dept_chemistry,loc_suprabha_boys,0.503
dept_chemistry,loc_suprabha_girls,0.799
dept_civil,loc_boys_coop,0.473
dept_civil,loc_central_library,0.289
dept_civil,dept_chem,0.384
dept_civil,dept_chemistry,0.509
dept_civil,dept_civil,0.0
dept_civil,dept_cse,0.35
dept_civil,dept_ece,0.35
dept_civil,dept_eee,0.409
dept_civil,dept_hssm,0.432
dept_civil,dept_it,0.384
dept_civil,dept_macs,0.338
dept_civil,dept_mech,0.281
dept_civil,dept_mining,0.05
dept_civil,dept_mme,0.29
dept_civil,dept_physics,0.459
dept_civil,dept_wroe,0.109
dept_civil,loc_e_library,0.306
dept_civil,loc_girls_coop,0.367
dept_civil,hostel_b_block1,0.892
dept_civil,hostel_b_block2,1.002
dept_civil,hostel_b_block3,0.999
dept_civil,hostel_b_block4,0.879
dept_civil,hostel_b_block5,0.922
dept_civil,hostel_b_block6,1.072
dept_civil,hostel_b_block7,0.761
dept_civil,hostel_b_block8,0.651
dept_civil,hostel_b_brahmagiri,0.962
dept_civil,hostel_b_mt1,0.613
dept_civil,hostel_b_mt2,0.733
dept_civil,hostel_b_mt3,0.798
dept_civil,hostel_b_shivalik,0.555
dept_civil,hostel_g_gh1,0.242
dept_civil,hostel_g_gh2,0.181
dept_civil,hostel_g_gh3,0.252
dept_civil,hostel_g_gh4,0.292
dept_civil,hostel_g_gh5,0.337
dept_civil,hostel_g_gh6,0.377
dept_civil,loc_lhc_a,0.312
dept_civil,loc_lhc_b,0.368
dept_civil,loc_main_building,0.182
dept_civil,loc_main_gate,0.162
dept_civil,mess_b1_karavali,0.907
dept_civil,mess_b2_aravali,1.017
dept_civil,mess_b3_vindhya,1.014
dept_civil,mess_b4_satpura,0.894
dept_civil,mess_b5_nilgiri,0.937
dept_civil,mess_b7_sahyadri,0.776
dept_civil,mess_b8_trishul,0.666
dept_civil,mess_gb,0.823
dept_civil,mess_mega,0.681
dept_civil,mess_pg_new_brahmagiri,0.977
dept_civil,mess_pg_pushpagiri,1.087
dept_civil,loc_suprabha_boys,0.852
dept_civil,loc_suprabha_girls,0.382
dept_cse,loc_boys_coop,0.777
dept_cse,loc_central_library,0.593
dept_cse,dept_chem,0.734
dept_cse,dept_chemistry,0.813
dept_cse,dept_civil,0.35
dept_cse,dept_cse,0.0
dept_cse,dept_ece,0.025
dept_cse,dept_eee,0.084
dept_cse,dept_hssm,0.736
dept_cse,dept_it,0.059
dept_cse,dept_macs,0.642
dept_cse,dept_mech,0.631
dept_cse,dept_mining,0.4
dept_cse,dept_mme,0.592
dept_cse,dept_physics,0.763
dept_cse,dept_wroe,0.459
dept_cse,loc_e_library,0.608
dept_cse,loc_girls_coop,0.717
dept_cse,hostel_b_block1,1.196
dept_cse,hostel_b_block2,1.306
dept_cse,hostel_b_block3,1.303
dept_cse,hostel_b_block4,1.183
dept_cse,hostel_b_block5,1.226
dept_cse,hostel_b_block6,1.376
dept_cse,hostel_b_block7,1.065
dept_cse,hostel_b_block8,0.955
dept_cse,hostel_b_brahmagiri,1.266
dept_cse,hostel_b_mt1,0.917
dept_cse,hostel_b_mt2,1.037
dept_cse,hostel_b_mt3,1.102
dept_cse,hostel_b_shivalik,0.859
dept_cse,hostel_g_gh1,0.592
dept_cse,hostel_g_gh2,0.531
dept_cse,hostel_g_gh3,0.602
dept_cse,hostel_g_gh4,0.642
dept_cse,hostel_g_gh5,0.687
dept_cse,hostel_g_gh6,0.727
dept_cse,loc_lhc_a,0.616
dept_cse,loc_lhc_b,0.672
dept_cse,loc_main_building,0.484
dept_cse,loc_main_gate,0.35
dept_cse,mess_b1_karavali,1.211
dept_cse,mess_b2_aravali,1.321
dept_cse,mess_b3_vindhya,1.318
dept_cse,mess_b4_satpura,1.198
dept_cse,mess_b5_nilgiri,1.241
dept_cse,mess_b7_sahyadri,1.08
dept_cse,mess_b8_trishul,0.97
dept_cse,mess_gb,1.127
dept_cse,mess_mega,0.985
dept_cse,mess_pg_new_brahmagiri,1.281
dept_cse,mess_pg_pushpagiri,1.391
dept_cse,loc_suprabha_boys,1.156
dept_cse,loc_suprabha_girls,0.732
dept_ece,loc_boys_coop,0.802
dept_ece,loc_central_library,0.618
dept_ece,dept_chem,0.734
dept_ece,dept_chemistry,0.838
dept_ece,dept_civil,0.35
dept_ece,dept_cse,0.025
dept_ece,dept_ece,0.0
dept_ece,dept_eee,0.059
dept_ece,dept_hssm,0.761
dept_ece,dept_it,0.034
dept_ece,dept_macs,0.667
dept_ece,dept_mech,0.631
dept_ece,dept_mining,0.4
dept_ece,dept_mme,0.617
dept_ece,dept_physics,0.788
dept_ece,dept_wroe,0.459
dept_ece,loc_e_library,0.633
dept_ece,loc_girls_coop,0.717
dept_ece,hostel_b_block1,1.221
dept_ece,hostel_b_block2,1.331
dept_ece,hostel_b_block3,1.328
dept_ece,hostel_b_block4,1.208
dept_ece,hostel_b_block5,1.251
dept_ece,hostel_b_block6,1.401
dept_ece,hostel_b_block7,1.09
dept_ece,hostel_b_block8,0.98
dept_ece,hostel_b_brahmagiri,1.291
dept_ece,hostel_b_mt1,0.942
dept_ece,hostel_b_mt2,1.062
dept_ece,hostel_b_mt3,1.127
dept_ece,hostel_b_shivalik,0.884
dept_ece,hostel_g_gh1,0.592
dept_ece,hostel_g_gh2,0.531
dept_ece,hostel_g_gh3,0.602
dept_ece,hostel_g_gh4,0.642
dept_ece,hostel_g_gh5,0.687
dept_ece,hostel_g_gh6,0.727
dept_ece,loc_lhc_a,0.641
dept_ece,loc_lhc_b,0.697
dept_ece,loc_main_building,0.509
dept_ece,loc_main_gate,0.375
dept_ece,mess_b1_karavali,1.236
dept_ece,mess_b2_aravali,1.346
dept_ece,mess_b3_vindhya,1.343
dept_ece,mess_b4_satpura,1.223
dept_ece,mess_b5_nilgiri,1.266
dept_ece,mess_b7_sahyadri,1.105
dept_ece,mess_b8_trishul,0.995
dept_ece,mess_gb,1.152
dept_ece,mess_mega,1.01
dept_ece,mess_pg_new_brahmagiri,1.306
dept_ece,mess_pg_pushpagiri,1.416
dept_ece,loc_suprabha_boys,1.181
dept_ece,loc_suprabha_girls,0.732
dept_eee,loc_boys_coop,0.861
dept_eee,loc_central_library,0.677
dept_eee,dept_chem,0.793
dept_eee,dept_chemistry,0.897
dept_eee,dept_civil,0.409
dept_eee,dept_cse,0.084
dept_eee,dept_ece,0.059
dept_eee,dept_eee,0.0
dept_eee,dept_hssm,0.82
dept_eee,dept_it,0.025
dept_eee,dept_macs,0.726
dept_eee,dept_mech,0.69
dept_eee,dept_mining,0.459
dept_eee,dept_mme,0.676
dept_eee,dept_physics,0.847
dept_eee,dept_wroe,0.518
dept_eee,loc_e_library,0.692
dept_eee,loc_girls_coop,0.776
dept_eee,hostel_b_block1,1.28
dept_eee,hostel_b_block2,1.39
dept_eee,hostel_b_block3,1.387
dept_eee,hostel_b_block4,1.267
dept_eee,hostel_b_block5,1.31
dept_eee,hostel_b_block6,1.46
dept_eee,hostel_b_block7,1.149
dept_eee,hostel_b_block8,1.039
dept_eee,hostel_b_brahmagiri,1.35
dept_eee,hostel_b_mt1,1.001
dept_eee,hostel_b_mt2,1.121
dept_eee,hostel_b_mt3,1.186
dept_eee,hostel_b_shivalik,0.943
dept_eee,hostel_g_gh1,0.651
dept_eee,hostel_g_gh2,0.59
dept_eee,hostel_g_gh3,0.661
dept_eee,hostel_g_gh4,0.701
dept_eee,hostel_g_gh5,0.746
dept_eee,hostel_g_gh6,0.786
dept_eee,loc_lhc_a,0.7
dept_eee,loc_lhc_b,0.756
dept_eee,loc_main_building,0.568
dept_eee,loc_main_gate,0.434
dept_eee,mess_b1_karavali,1.295
dept_eee,mess_b2_aravali,1.405
dept_eee,mess_b3_vindhya,1.402
dept_eee,mess_b4_satpura,1.282
dept_eee,mess_b5_nilgiri,1.325
dept_eee,mess_b7_sahyadri,1.164
dept_eee,mess_b8_trishul,1.054
dept_eee,mess_gb,1.211
dept_eee,mess_mega,1.069
dept_eee,mess_pg_new_brahmagiri,1.365
dept_eee,mess_pg_pushpagiri,1.475
dept_eee,loc_suprabha_boys,1.24
dept_eee,loc_suprabha_girls,0.791
dept_hssm,loc_boys_coop,0.201
dept_hssm,loc_central_library,0.143
dept_hssm,dept_chem,0.458
dept_hssm,dept_chemistry,0.077
dept_hssm,dept_civil,0.432
dept_hssm,dept_cse,0.736
dept_hssm,dept_ece,0.761
dept_hssm,dept_eee,0.82
dept_hssm,dept_hssm,0.0
dept_hssm,dept_it,0.795
dept_hssm,dept_macs,0.094
dept_hssm,dept_mech,0.561
dept_hssm,dept_mining,0.382
dept_hssm,dept_mme,0.296
dept_hssm,dept_physics,0.027
dept_hssm,dept_wroe,0.541
dept_hssm,loc_e_library,0.219
dept_hssm,loc_girls_coop,0.707
dept_hssm,hostel_b_block1,0.62
dept_hssm,hostel_b_block2,0.73
dept_hssm,hostel_b_block3,0.727
dept_hssm,hostel_b_block4,0.607
dept_hssm,hostel_b_block5,0.65
dept_hssm,hostel_b_block6,0.8
dept_hssm,hostel_b_block7,0.489
dept_hssm,hostel_b_block8,0.379
dept_hssm,hostel_b_brahmagiri,0.69
dept_hssm,hostel_b_mt1,0.341
dept_hssm,hostel_b_mt2,0.461
dept_hssm,hostel_b_mt3,0.526
dept_hssm,hostel_b_shivalik,0.283
dept_hssm,hostel_g_gh1,0.674
dept_hssm,hostel_g_gh2,0.613
dept_hssm,hostel_g_gh3,0.684
dept_hssm,hostel_g_gh4,0.724
dept_hssm,hostel_g_gh5,0.717
dept_hssm,hostel_g_gh6,0.657
dept_hssm,loc_lhc_a,0.166
dept_hssm,loc_lhc_b,0.124
dept_hssm,loc_main_building,0.252
dept_hssm,loc_main_gate,0.386
dept_hssm,mess_b1_karavali,0.635
dept_hssm,mess_b2_aravali,0.745
dept_hssm,mess_b3_vindhya,0.742
dept_hssm,mess_b4_satpura,0.622
dept_hssm,mess_b5_nilgiri,0.665
dept_hssm,mess_b7_sahyadri,0.504
dept_hssm,mess_b8_trishul,0.394
dept_hssm,mess_gb,0.551
dept_hssm,mess_mega,0.409
dept_hssm,mess_pg_new_brahmagiri,0.705
dept_hssm,mess_pg_pushpagiri,0.815
dept_hssm,loc_suprabha_boys,0.58
dept_hssm,loc_suprabha_girls,0.722
dept_it,loc_boys_coop,0.836
dept_it,loc_central_library,0.652
dept_it,dept_chem,0.768
dept_it,dept_chemistry,0.872
dept_it,dept_civil,0.384
dept_it,dept_cse,0.059
dept_it,dept_ece,0.034
dept_it,dept_eee,0.025
dept_it,dept_hssm,0.795
dept_it,dept_it,0.0
dept_it,dept_macs,0.701
dept_it,dept_mech,0.665
dept_it,dept_mining,0.434
dept_it,dept_mme,0.651
dept_it,dept_physics,0.822
dept_it,dept_wroe,0.493
dept_it,loc_e_library,0.667
dept_it,loc_girls_coop,0.751
dept_it,hostel_b_block1,1.255
dept_it,hostel_b_block2,1.365
dept_it,hostel_b_block3,1.362
dept_it,hostel_b_block4,1.242
dept_it,hostel_b_block5,1.285
dept_it,hostel_b_block6,1.435
dept_it,hostel_b_block7,1.124
dept_it,hostel_b_block8,1.014
dept_it,hostel_b_brahmagiri,1.325
dept_it,hostel_b_mt1,0.976
dept_it,hostel_b_mt2,1.096
dept_it,hostel_b_mt3,1.161
dept_it,hostel_b_shivalik,0.918
dept_it,hostel_g_gh1,0.626
dept_it,hostel_g_gh2,0.565
dept_it,hostel_g_gh3,0.636
dept_it,hostel_g_gh4,0.676
dept_it,hostel_g_gh5,0.721
dept_it,hostel_g_gh6,0.761
dept_it,loc_lhc_a,0.675
dept_it,loc_lhc_b,0.731
dept_it,loc_main_building,0.543
dept_it,loc_main_gate,0.409
dept_it,mess_b1_karavali,1.27
dept_it,mess_b2_aravali,1.38
dept_it,mess_b3_vindhya,1.377
dept_it,mess_b4_satpura,1.257
dept_it,mess_b5_nilgiri,1.3
dept_it,mess_b7_sahyadri,1.139
dept_it,mess_b8_trishul,1.029
dept_it,mess_gb,1.186
dept_it,mess_mega,1.044
dept_it,mess_pg_new_brahmagiri,1.34
dept_it,mess_pg_pushpagiri,1.45
dept_it,loc_suprabha_boys,1.215
dept_it,loc_suprabha_girls,0.766
dept_macs,loc_boys_coop,0.135
dept_macs,loc_central_library,0.049
dept_macs,dept_chem,0.364
dept_macs,dept_chemistry,0.171
dept_macs,dept_civil,0.338
dept_macs,dept_cse,0.642
dept_macs,dept_ece,0.667
dept_macs,dept_eee,0.726
dept_macs,dept_hssm,0.094
dept_macs,dept_it,0.701
dept_macs,dept_macs,0.0
dept_macs,dept_mech,0.467
dept_macs,dept_mining,0.288
dept_macs,dept_mme,0.202
dept_macs,dept_physics,0.121
dept_macs,dept_wroe,0.447
dept_macs,loc_e_library,0.125
dept_macs,loc_girls_coop,0.613
dept_macs,hostel_b_block1,0.554
dept_macs,hostel_b_block2,0.664
dept_macs,hostel_b_block3,0.661
dept_macs,hostel_b_block4,0.541
dept_macs,hostel_b_block5,0.584
dept_macs,hostel_b_block6,0.734
dept_macs,hostel_b_block7,0.423
dept_macs,hostel_b_block8,0.313
dept_macs,hostel_b_brahmagiri,0.624
dept_macs,hostel_b_mt1,0.275
dept_macs,hostel_b_mt2,0.395
dept_macs,hostel_b_mt3,0.46
dept_macs,hostel_b_shivalik,0.217
dept_macs,hostel_g_gh1,0.58
dept_macs,hostel_g_gh2,0.519
dept_macs,hostel_g_gh3,0.59
dept_macs,hostel_g_gh4,0.63
dept_macs,hostel_g_gh5,0.623
dept_macs,hostel_g_gh6,0.563
dept_macs,loc_lhc_a,0.072
dept_macs,loc_lhc_b,0.03
dept_macs,loc_main_building,0.158
dept_macs,loc_main_gate,0.292
dept_macs,mess_b1_karavali,0.569
dept_macs,mess_b2_aravali,0.679
dept_macs,mess_b3_vindhya,0.676
dept_macs,mess_b4_satpura,0.556
dept_macs,mess_b5_nilgiri,0.599
dept_macs,mess_b7_sahyadri,0.438
dept_macs,mess_b8_trishul,0.328
dept_macs,mess_gb,0.485
dept_macs,mess_mega,0.343
dept_macs,mess_pg_new_brahmagiri,0.639
dept_macs,mess_pg_pushpagiri,0.749
dept_macs,loc_suprabha_boys,0.514
dept_macs,loc_suprabha_girls,0.628
dept_mech,loc_boys_coop,0.602
dept_mech,loc_central_library,0.418
dept_mech,dept_chem,0.103
dept_mech,dept_chemistry,0.638
dept_mech,dept_civil,0.281
dept_mech,dept_cse,0.631
dept_mech,dept_ece,0.631
dept_mech,dept_eee,0.69
dept_mech,dept_hssm,0.561
dept_mech,dept_it,0.665
dept_mech,dept_macs,0.467
dept_mech,dept_mech,0.0
dept_mech,dept_mining,0.331
dept_mech,dept_mme,0.265
dept_mech,dept_physics,0.588
dept_mech,dept_wroe,0.172
dept_mech,loc_e_library,0.342
dept_mech,loc_girls_coop,0.146
dept_mech,hostel_b_block1,1.021
dept_mech,hostel_b_block2,1.131
dept_mech,hostel_b_block3,1.128
dept_mech,hostel_b_block4,1.008
dept_mech,hostel_b_block5,1.051
dept_mech,hostel_b_block6,1.201
dept_mech,hostel_b_block7,0.89
dept_mech,hostel_b_block8,0.78
dept_mech,hostel_b_brahmagiri,1.091
dept_mech,hostel_b_mt1,0.742
dept_mech,hostel_b_mt2,0.862
dept_mech,hostel_b_mt3,0.927
dept_mech,hostel_b_shivalik,0.684
dept_mech,hostel_g_gh1,0.322
dept_mech,hostel_g_gh2,0.312
dept_mech,hostel_g_gh3,0.241
dept_mech,hostel_g_gh4,0.201
dept_mech,hostel_g_gh5,0.156
dept_mech,hostel_g_gh6,0.096
dept_mech,loc_lhc_a,0.441
dept_mech,loc_lhc_b,0.497
dept_mech,loc_main_building,0.373
dept_mech,loc_main_gate,0.443
dept_mech,mess_b1_karavali,1.036
dept_mech,mess_b2_aravali,1.146
dept_mech,mess_b3_vindhya,1.143
dept_mech,mess_b4_satpura,1.023
dept_mech,mess_b5_nilgiri,1.066
dept_mech,mess_b7_sahyadri,0.905
dept_mech,mess_b8_trishul,0.795
dept_mech,mess_gb,0.952
dept_mech,mess_mega,0.81
dept_mech,mess_pg_new_brahmagiri,1.106
dept_mech,mess_pg_pushpagiri,1.216
dept_mech,loc_suprabha_boys,0.981
dept_mech,loc_suprabha_girls,0.161
dept_mining,loc_boys_coop,0.423
dept_mining,loc_central_library,0.239
dept_mining,dept_chem,0.402
dept_mining,dept_chemistry,0.459
dept_mining,dept_civil,0.05
dept_mining,dept_cse,0.4
dept_mining,dept_ece,0.4
dept_mining,dept_eee,0.459
dept_mining,dept_hssm,0.382
dept_mining,dept_it,0.434
dept_mining,dept_macs,0.288
dept_mining,dept_mech,0.331
dept_mining,dept_mining,0.0
dept_mining,dept_mme,0.24
dept_mining,dept_physics,0.409
dept_mining,dept_wroe,0.159
dept_mining,loc_e_library,0.256
dept_mining,loc_girls_coop,0.417
dept_mining,hostel_b_block1,0.842
dept_mining,hostel_b_block2,0.952
dept_mining,hostel_b_block3,0.949
dept_mining,hostel_b_block4,0.829
dept_mining,hostel_b_block5,0.872
dept_mining,hostel_b_block6,1.022
dept_mining,hostel_b_block7,0.711
dept_mining,hostel_b_block8,0.601
dept_mining,hostel_b_brahmagiri,0.912
dept_mining,hostel_b_mt1,0.563
dept_mining,hostel_b_mt2,0.683
dept_mining,hostel_b_mt3,0.748
dept_mining,hostel_b_shivalik,0.505
dept_mining,hostel_g_gh1,0.292
dept_mining,hostel_g_gh2,0.231
dept_mining,hostel_g_gh3,0.302
dept_mining,hostel_g_gh4,0.342
dept_mining,hostel_g_gh5,0.387
dept_mining,hostel_g_gh6,0.427
dept_mining,loc_lhc_a,0.262
dept_mining,loc_lhc_b,0.318
dept_mining,loc_main_building,0.132
dept_mining,loc_main_gate,0.212
dept_mining,mess_b1_karavali,0.857
dept_mining,mess_b2_aravali,0.967
dept_mining,mess_b3_vindhya,0.964
dept_mining,mess_b4_satpura,0.844
dept_mining,mess_b5_nilgiri,0.887
dept_mining,mess_b7_sahyadri,0.726
dept_mining,mess_b8_trishul,0.616
dept_mining,mess_gb,0.773
dept_mining,mess_mega,0.631
dept_mining,mess_pg_new_brahmagiri,0.927
dept_mining,mess_pg_pushpagiri,1.037
dept_mining,loc_suprabha_boys,0.802
dept_mining,loc_suprabha_girls,0.432
dept_mme,loc_boys_coop,0.337
dept_mme,loc_central_library,0.153
dept_mme,dept_chem,0.162
dept_mme,dept_chemistry,0.373
dept_mme,dept_civil,0.29
dept_mme,dept_cse,0.592
dept_mme,dept_ece,0.617
dept_mme,dept_eee,0.676
dept_mme,dept_hssm,0.296
dept_mme,dept_it,0.651
dept_mme,dept_macs,0.202
dept_mme,dept_mech,0.265
dept_mme,dept_mining,0.24
dept_mme,dept_mme,0.0
dept_mme,dept_physics,0.323
dept_mme,dept_wroe,0.399
dept_mme,loc_e_library,0.077
dept_mme,loc_girls_coop,0.411
dept_mme,hostel_b_block1,0.756
dept_mme,hostel_b_block2,0.866
dept_mme,hostel_b_block3,0.863
dept_mme,hostel_b_block4,0.743
dept_mme,hostel_b_block5,0.786
dept_mme,hostel_b_block6,0.936
dept_mme,hostel_b_block7,0.625
dept_mme,hostel_b_block8,0.515
